,Time(DAY),I1 - WBHP(PSIA),I2 - WBHP (PSIA),I3 - WBHP(PSIA),I4 - WBHP(PSIA),P1 - WOPR(BBL/DAY),P2 - WOPR(BBL/DAY),P3 - WOPR(BBL/DAY),P4 - WOPR(BBL/DAY),P1 - WWPR(BBL/DAY),P2 - WWPR(BBL/DAY),P3 - WWPR(BBL/DAY),P4 - WWPR(BBL/DAY),P1 - WWCT(%),P2 - WWCT(%),P3 - WWCT(%),P4 - WWCT(%)
0,100.0,802.4660034179688,605.407958984375,828.8965454101562,802.9981079101562,3141919.75,3360931.75,1706827.875,1650188.125,176239.96875,231762.734375,91673.5859375,100850.3359375,5.311377048492432,6.450944423675537,5.097220420837402,5.759458541870117
1,200.0,644.2705688476562,480.99505615234375,672.0914306640625,658.9737548828125,2416170.0,2555794.25,1330649.5,1298256.125,147038.265625,199631.203125,73866.765625,79467.9765625,5.736493110656738,7.245022773742676,5.259232044219971,5.768061637878418
2,300.0,641.3651123046875,485.44415283203125,673.8626098632812,663.5691528320312,2383095.5,2566387.75,1332186.375,1306140.25,171909.875,210437.203125,79383.1171875,82756.796875,6.72835636138916,7.578338623046875,5.623748302459717,5.958454608917236
3,400.0,637.3526000976562,485.68988037109375,670.2416381835938,662.9830932617188,2352986.25,2564959.5,1324647.0,1310875.5,185787.140625,212600.53125,82666.390625,80817.8984375,7.31798791885376,7.654219150543213,5.874057292938232,5.807162761688232
4,500.0,634.5784912109375,485.5874328613281,667.0143432617188,662.463134765625,2348735.75,2569974.5,1316923.375,1320761.5,187812.96875,211185.171875,85849.265625,76738.9765625,7.404272079467773,7.59342098236084,6.119970321655273,5.491158962249756
5,600.0,632.5918579101562,485.45123291015625,664.2916870117188,661.9917602539062,2361817.5,2575964.75,1307465.25,1320826.5,182006.125,209372.5625,89902.2421875,76710.3203125,7.154825210571289,7.516955375671387,6.43368673324585,5.4889655113220215
6,700.0,631.0767822265625,485.3707275390625,661.8646240234375,661.4791259765625,2381413.5,2579726.75,1297750.75,1307949.25,173534.21875,208653.0,94215.2734375,82005.8984375,6.792084693908691,7.48294734954834,6.768503665924072,5.899895191192627
7,800.0,629.80224609375,485.2509460449219,659.6483764648438,660.7666015625,2396733.25,2578988.0,1290245.875,1291266.5,167056.8125,209767.09375,97562.203125,89043.3828125,6.516010284423828,7.521890163421631,7.029949188232422,6.450970649719238
8,900.0,628.635498046875,485.12274169921875,657.4942626953125,659.8297119140625,2395522.0,2573329.0,1286049.375,1281357.5,167650.125,212860.046875,99297.5703125,93258.875,6.540728569030762,7.639828205108643,7.167703628540039,6.784356594085693
9,1000.0,627.5949096679688,484.92529296875,655.4087524414062,658.764404296875,2364755.25,2564480.75,1284429.5,1281452.0,181384.09375,217347.703125,99771.0625,92968.84375,7.123887538909912,7.81312370300293,7.207847595214844,6.764219760894775
10,1100.0,626.4884033203125,484.58819580078125,653.2012939453125,657.3321533203125,2293954.0,2553923.0,1283150.375,1286453.625,214908.703125,222178.953125,99786.796875,90244.2109375,8.565980911254883,8.003271102905273,7.215569972991943,6.555120468139648
11,1200.0,625.1593017578125,483.99591064453125,650.8724365234375,655.36279296875,2181444.5,2543496.25,1280424.25,1284794.0,274569.84375,226001.9375,100000.8671875,89978.03125,11.179489135742188,8.160392761230469,7.244207859039307,6.544942378997803
12,1300.0,623.4419555664062,483.18572998046875,648.2821655273438,652.8080444335938,2035360.25,2534389.0,1275288.875,1263516.0,364685.59375,227812.546875,100689.125,97909.90625,15.19494342803955,8.247499465942383,7.317640781402588,7.191717624664307
13,1400.0,621.2967529296875,482.0502624511719,645.5233154296875,649.7018432617188,1871352.75,2526450.0,1267808.875,1213333.5,484469.6875,227470.484375,101829.25,120012.7734375,20.564777374267578,8.259878158569336,7.434755325317383,9.000870704650879
14,1500.0,618.7769775390625,480.6848449707031,642.6220092773438,646.1793823242188,1706839.75,2518913.75,1258740.125,1133241.75,626561.1875,225621.34375,103222.5625,162377.890625,26.851844787597656,8.220748901367188,7.578956127166748,12.532835960388184
